date,region,category,units,unit_price,revenue
2025-02-16,AMER,Data Engineering,19,154.1,2927.88
2025-02-16,EMEA,AI,14,115.63,1618.81
2025-02-16,AMER,AI,16,79.0,1264.07
2025-02-16,AMER,Analytics,10,104.08,1040.83
2025-02-16,AMER,Analytics,8,102.66,821.28
2025-02-16,AMER,Analytics,7,93.28,652.99
2025-02-16,AMER,Analytics,2,149.7,299.4
2025-02-16,AMER,Analytics,1,114.32,114.32
2025-02-16,APAC,AI,7,112.57,788.01
2025-02-16,AMER,Data Engineering,2,172.55,345.1
2025-02-17,EMEA,Analytics,14,94.17,1318.44
2025-02-17,AMER,AI,14,159.16,2228.21
2025-02-17,APAC,Analytics,18,74.39,1339.11
2025-02-17,AMER,AI,12,109.2,1310.45
2025-02-17,APAC,Data Engineering,4,109.88,439.51
2025-02-17,EMEA,AI,14,155.47,2176.53
2025-02-17,AMER,AI,14,155.56,2177.87
2025-02-17,AMER,Analytics,6,74.07,444.44
2025-02-17,AMER,AI,1,129.42,129.42
2025-02-18,APAC,AI,9,109.19,982.74
2025-02-18,EMEA,AI,8,139.98,1119.84
2025-02-18,AMER,AI,8,147.8,1182.41
2025-02-18,EMEA,AI,12,46.27,555.24
2025-02-18,EMEA,Analytics,10,106.3,1063.03
2025-02-18,APAC,Analytics,18,155.77,2803.79
2025-02-18,APAC,AI,6,85.96,515.73
2025-02-18,EMEA,Data Engineering,3,83.01,249.03
2025-02-19,APAC,Data Engineering,17,98.85,1680.42
2025-02-19,EMEA,AI,9,105.38,948.42
2025-02-19,AMER,Data Engineering,15,143.12,2146.85
2025-02-19,APAC,Data Engineering,13,129.92,1688.94
2025-02-19,APAC,AI,8,98.74,789.95
2025-02-19,AMER,Data Engineering,14,118.43,1658.01
2025-02-19,EMEA,AI,6,146.82,880.92
2025-02-19,AMER,Data Engineering,2,129.86,259.72
2025-02-19,APAC,Data Engineering,7,135.29,947.03
2025-02-19,EMEA,Analytics,13,161.94,2105.24
2025-02-20,EMEA,Data Engineering,11,165.5,1820.53
2025-02-20,APAC,AI,10,84.62,846.22
2025-02-20,APAC,Analytics,9,167.75,1509.73
2025-02-20,EMEA,AI,5,137.57,687.86
2025-02-20,APAC,Data Engineering,12,150.09,1801.11
2025-02-20,EMEA,Data Engineering,1,122.56,122.56
2025-02-20,APAC,AI,5,104.08,520.39
2025-02-20,EMEA,AI,8,68.94,551.49
2025-02-20,APAC,Analytics,11,92.79,1020.71
2025-02-21,EMEA,Analytics,13,118.27,1537.53
2025-02-21,APAC,Data Engineering,7,153.21,1072.47
2025-02-21,EMEA,Analytics,9,138.67,1248.05
2025-02-21,EMEA,Analytics,2,97.32,194.64
2025-02-21,EMEA,Analytics,8,166.62,1332.95
2025-02-21,AMER,AI,16,77.62,1241.91
2025-02-21,AMER,Analytics,2,174.21,348.42
2025-02-21,EMEA,Analytics,5,71.43,357.14
2025-02-22,APAC,AI,10,141.51,1415.13
2025-02-22,EMEA,Analytics,7,136.26,953.84
2025-02-22,EMEA,Data Engineering,7,82.96,580.74
2025-02-22,AMER,Data Engineering,16,128.37,2053.85
2025-02-22,APAC,AI,8,131.61,1052.84
2025-02-22,EMEA,AI,16,81.32,1301.1
2025-02-22,AMER,Analytics,18,80.77,1453.8
2025-02-22,APAC,Analytics,19,105.3,2000.63
2025-02-22,APAC,Data Engineering,14,70.95,993.24
2025-02-22,AMER,Data Engineering,13,132.24,1719.11
2025-02-22,EMEA,AI,15,99.61,1494.18
2025-02-22,EMEA,Data Engineering,6,113.5,680.98
2025-02-22,AMER,Analytics,4,109.85,439.39
2025-02-23,AMER,Data Engineering,3,130.07,390.21
2025-02-23,APAC,AI,13,78.85,1025.04
2025-02-23,EMEA,Analytics,4,137.32,549.27
2025-02-23,EMEA,Data Engineering,4,138.67,554.67
2025-02-23,APAC,AI,14,110.64,1548.93
2025-02-23,APAC,AI,16,102.81,1644.92
2025-02-23,AMER,Data Engineering,2,142.56,285.13
2025-02-23,EMEA,Data Engineering,16,54.28,868.42
2025-02-23,APAC,Data Engineering,9,148.71,1338.38
2025-02-23,AMER,AI,6,149.49,896.94
2025-02-23,APAC,AI,13,138.8,1804.36
2025-02-23,EMEA,Data Engineering,3,44.32,132.96
2025-02-24,EMEA,Data Engineering,9,174.54,1570.88
2025-02-24,EMEA,Data Engineering,7,167.7,1173.87
2025-02-24,AMER,AI,5,119.36,596.82
2025-02-24,EMEA,Analytics,1,53.92,53.92
2025-02-24,EMEA,Data Engineering,2,122.76,245.52
2025-02-24,AMER,Data Engineering,14,116.73,1634.22
2025-02-24,EMEA,AI,9,158.93,1430.36
2025-02-24,EMEA,AI,15,96.61,1449.13
2025-02-24,APAC,Analytics,6,147.31,883.84
2025-02-24,EMEA,AI,8,80.37,643.0
2025-02-24,APAC,AI,3,168.98,506.93
2025-02-24,AMER,Data Engineering,12,93.08,1116.96
2025-02-25,AMER,Analytics,9,163.64,1472.78
2025-02-25,APAC,AI,7,134.49,941.44
2025-02-25,APAC,Data Engineering,11,168.88,1857.71
2025-02-25,EMEA,Analytics,14,109.97,1539.58
2025-02-25,AMER,AI,18,128.39,2311.04
2025-02-25,APAC,Data Engineering,18,102.62,1847.07
2025-02-25,AMER,Analytics,16,106.74,1707.9
2025-02-25,APAC,Analytics,9,115.66,1040.94
2025-02-25,APAC,Data Engineering,14,133.6,1870.36
2025-02-25,APAC,Data Engineering,10,95.6,956.02
2025-02-25,APAC,AI,5,171.19,855.95
2025-02-26,EMEA,Data Engineering,9,163.95,1475.55
2025-02-26,APAC,AI,5,164.98,824.9
2025-02-26,EMEA,Analytics,12,199.52,2394.29
2025-02-26,APAC,AI,15,89.04,1335.65
2025-02-26,APAC,Data Engineering,5,123.07,615.33
2025-02-26,APAC,AI,9,99.56,896.0
2025-02-26,APAC,AI,1,155.98,155.98
2025-02-26,AMER,Data Engineering,6,190.48,1142.86
2025-02-26,EMEA,Data Engineering,11,62.51,687.62
2025-02-26,EMEA,Data Engineering,2,159.86,319.71
2025-02-26,APAC,Analytics,15,118.15,1772.2
2025-02-26,APAC,Data Engineering,19,109.55,2081.5
2025-02-27,APAC,Analytics,6,142.61,855.65
2025-02-27,APAC,Data Engineering,7,92.79,649.51
2025-02-27,EMEA,Data Engineering,7,117.0,819.0
2025-02-27,EMEA,Data Engineering,6,145.29,871.73
2025-02-27,EMEA,Data Engineering,1,114.84,114.84
2025-02-27,EMEA,Data Engineering,17,165.28,2809.79
2025-02-27,EMEA,Data Engineering,2,89.9,179.8
2025-02-27,APAC,Data Engineering,11,142.31,1565.43
2025-02-27,EMEA,Data Engineering,8,114.08,912.61
2025-02-27,APAC,Data Engineering,10,135.21,1352.1
2025-02-27,EMEA,Data Engineering,19,143.91,2734.22
2025-02-27,APAC,Data Engineering,13,141.51,1839.69
2025-02-27,EMEA,Data Engineering,5,83.29,416.47
2025-02-28,APAC,Data Engineering,4,132.63,530.54
2025-02-28,EMEA,Analytics,7,99.89,699.24
2025-02-28,EMEA,AI,1,93.36,93.36
2025-02-28,EMEA,Data Engineering,5,115.61,578.06
2025-02-28,EMEA,Data Engineering,6,133.89,803.35
2025-02-28,AMER,Analytics,18,155.51,2799.11
2025-02-28,AMER,AI,7,109.0,763.03
2025-02-28,APAC,Data Engineering,16,132.64,2122.29
2025-02-28,APAC,Analytics,17,142.78,2427.23
2025-02-28,EMEA,Data Engineering,16,150.59,2409.45
2025-02-28,EMEA,Analytics,9,116.57,1049.11
2025-02-28,EMEA,AI,12,125.01,1500.15
2025-03-01,AMER,Data Engineering,5,107.12,535.61
2025-03-01,APAC,AI,8,106.3,850.38
2025-03-01,EMEA,Data Engineering,12,146.91,1762.9
2025-03-01,AMER,Analytics,14,140.63,1968.78
2025-03-01,AMER,Analytics,3,119.82,359.45
2025-03-01,EMEA,AI,16,106.3,1700.74
2025-03-01,APAC,Analytics,8,87.3,698.41
2025-03-01,APAC,AI,14,123.58,1730.06
2025-03-01,APAC,Analytics,2,92.79,185.58
2025-03-01,AMER,Analytics,12,157.92,1895.09
2025-03-02,APAC,Analytics,17,121.5,2065.57
2025-03-02,EMEA,AI,17,179.58,3052.8
2025-03-02,APAC,AI,8,176.35,1410.79
2025-03-02,EMEA,Analytics,15,142.4,2136.07
2025-03-02,EMEA,Analytics,6,115.77,694.62
2025-03-02,APAC,Analytics,14,68.38,957.31
2025-03-02,EMEA,Data Engineering,10,144.64,1446.42
2025-03-02,APAC,Data Engineering,15,157.58,2363.67
2025-03-02,EMEA,Analytics,14,120.64,1688.9
2025-03-02,EMEA,Data Engineering,17,109.07,1854.13
2025-03-02,AMER,Data Engineering,14,132.58,1856.13
2025-03-03,AMER,AI,5,114.91,574.56
2025-03-03,EMEA,Analytics,8,111.27,890.15
2025-03-03,EMEA,AI,13,69.27,900.47
2025-03-03,AMER,Data Engineering,7,123.14,862.01
2025-03-03,APAC,Analytics,16,139.51,2232.11
2025-03-03,AMER,Analytics,19,160.25,3044.75
2025-03-03,APAC,AI,4,104.25,417.0
2025-03-03,AMER,AI,6,110.84,665.05
2025-03-03,EMEA,Data Engineering,14,152.35,2132.94
2025-03-03,EMEA,Data Engineering,7,88.95,622.67
2025-03-03,AMER,AI,2,93.67,187.33
2025-03-04,EMEA,Data Engineering,6,92.64,555.82
2025-03-04,EMEA,AI,6,97.56,585.35
2025-03-04,EMEA,Analytics,6,170.33,1021.95
2025-03-04,EMEA,Data Engineering,14,118.0,1652.06
2025-03-04,EMEA,Analytics,4,128.31,513.26
2025-03-04,AMER,Data Engineering,12,113.58,1362.98
2025-03-04,APAC,Data Engineering,7,104.75,733.22
2025-03-04,AMER,Data Engineering,5,94.9,474.48
2025-03-04,AMER,Analytics,8,185.29,1482.32
2025-03-04,AMER,Analytics,18,103.1,1855.88
2025-03-04,EMEA,AI,15,139.68,2095.17
2025-03-05,APAC,Data Engineering,5,126.41,632.07
2025-03-05,AMER,Data Engineering,6,138.17,829.0
2025-03-05,EMEA,AI,16,116.19,1859.01
2025-03-05,AMER,Analytics,16,55.41,886.62
2025-03-05,APAC,Data Engineering,5,108.39,541.93
2025-03-05,APAC,AI,1,113.16,113.16
2025-03-05,EMEA,AI,16,81.87,1309.9
2025-03-05,AMER,Data Engineering,16,124.37,1989.88
2025-03-06,EMEA,Analytics,1,94.97,94.97
2025-03-06,AMER,AI,5,155.42,777.11
2025-03-06,EMEA,AI,6,145.32,871.92
2025-03-06,EMEA,Analytics,15,143.49,2152.38
2025-03-06,APAC,AI,7,81.31,569.15
2025-03-06,EMEA,Analytics,8,110.24,881.9
2025-03-06,APAC,Analytics,18,55.95,1007.02
2025-03-06,APAC,Analytics,15,77.42,1161.31
2025-03-07,APAC,AI,11,85.31,938.45
2025-03-07,APAC,Analytics,15,119.64,1794.63
2025-03-07,EMEA,Data Engineering,13,136.93,1780.05
2025-03-07,EMEA,Data Engineering,16,92.38,1478.11
2025-03-07,EMEA,AI,8,58.88,471.02
2025-03-07,EMEA,Data Engineering,7,96.49,675.46
2025-03-07,APAC,Data Engineering,13,150.98,1962.72
2025-03-07,APAC,Analytics,6,124.03,744.18
2025-03-07,AMER,Data Engineering,12,157.35,1888.26
2025-03-07,AMER,Data Engineering,15,124.94,1874.13
2025-03-07,APAC,Data Engineering,17,92.36,1570.05
2025-03-08,AMER,Data Engineering,16,80.62,1289.93
2025-03-08,APAC,Analytics,15,128.33,1924.9
2025-03-08,EMEA,Analytics,19,116.9,2221.15
2025-03-08,APAC,Analytics,4,122.71,490.84
2025-03-08,APAC,Data Engineering,10,140.14,1401.42
2025-03-08,APAC,Data Engineering,7,64.72,453.01
2025-03-08,AMER,Analytics,16,112.89,1806.27
2025-03-08,AMER,Analytics,5,101.45,507.23
2025-03-08,AMER,Analytics,12,95.1,1141.22
2025-03-09,AMER,Data Engineering,18,89.32,1607.82
2025-03-09,AMER,Analytics,4,98.88,395.51
2025-03-09,AMER,Data Engineering,5,155.16,775.8
2025-03-09,AMER,Analytics,3,154.7,464.09
2025-03-09,AMER,Analytics,4,114.95,459.78
2025-03-09,APAC,AI,7,149.43,1046.03
2025-03-09,AMER,Data Engineering,9,188.39,1695.48
2025-03-09,APAC,Analytics,17,143.94,2446.92
2025-03-09,APAC,AI,2,134.58,269.17
2025-03-09,APAC,Data Engineering,4,161.27,645.07
2025-03-10,EMEA,AI,4,150.49,601.97
2025-03-10,AMER,AI,8,86.92,695.39
2025-03-10,AMER,Analytics,8,128.89,1031.1
2025-03-10,APAC,AI,17,154.51,2626.73
2025-03-10,EMEA,Data Engineering,15,132.21,1983.15
2025-03-10,EMEA,Analytics,7,133.68,935.73
2025-03-10,APAC,AI,6,91.48,548.85
2025-03-10,EMEA,AI,6,88.04,528.22
2025-03-11,APAC,Analytics,14,98.27,1375.84
2025-03-11,APAC,Data Engineering,1,80.23,80.23
2025-03-11,AMER,Analytics,19,109.18,2074.43
2025-03-11,AMER,AI,3,142.57,427.7
2025-03-11,APAC,AI,9,88.01,792.1
2025-03-11,APAC,Data Engineering,16,73.91,1182.51
2025-03-11,APAC,AI,5,94.18,470.91
2025-03-11,APAC,Data Engineering,12,162.34,1948.08
2025-03-12,AMER,Analytics,3,97.74,293.23
2025-03-12,EMEA,Data Engineering,7,97.11,679.77
2025-03-12,EMEA,Data Engineering,5,129.51,647.55
2025-03-12,EMEA,Analytics,8,187.26,1498.09
2025-03-12,APAC,AI,1,142.04,142.04
2025-03-12,EMEA,Data Engineering,3,153.85,461.55
2025-03-12,APAC,Data Engineering,1,101.16,101.16
2025-03-12,APAC,AI,11,120.42,1324.67
2025-03-12,AMER,Data Engineering,2,58.74,117.49
2025-03-12,EMEA,Analytics,16,107.88,1726.11
2025-03-12,EMEA,Analytics,18,83.16,1496.87
2025-03-12,AMER,AI,18,114.6,2062.72
2025-03-12,EMEA,Data Engineering,7,84.51,591.55
2025-03-13,APAC,AI,16,121.93,1950.82
2025-03-13,EMEA,AI,5,150.98,754.9
2025-03-13,EMEA,Analytics,9,87.45,787.01
2025-03-13,AMER,Data Engineering,11,129.29,1422.17
2025-03-13,AMER,AI,4,155.87,623.48
2025-03-13,AMER,Data Engineering,12,141.49,1697.91
2025-03-13,AMER,AI,9,126.99,1142.92
2025-03-13,AMER,Analytics,10,149.71,1497.06
2025-03-13,AMER,Analytics,6,116.81,700.88
2025-03-13,AMER,AI,16,117.29,1876.68
2025-03-13,EMEA,Data Engineering,9,110.72,996.48
2025-03-13,APAC,Analytics,15,98.58,1478.66
2025-03-13,AMER,AI,5,126.2,631.01
2025-03-14,EMEA,AI,4,130.58,522.31
2025-03-14,EMEA,Data Engineering,16,174.05,2784.78
2025-03-14,AMER,Data Engineering,17,129.08,2194.32
2025-03-14,APAC,Analytics,9,119.42,1074.75
2025-03-14,AMER,Analytics,16,137.96,2207.36
2025-03-14,EMEA,Analytics,1,106.83,106.83
2025-03-14,APAC,AI,17,127.98,2175.66
2025-03-14,AMER,Data Engineering,16,162.31,2596.95
2025-03-14,APAC,Analytics,13,112.77,1465.95
2025-03-14,EMEA,AI,17,117.43,1996.34
2025-03-14,EMEA,Analytics,7,123.71,866.0
2025-03-15,EMEA,AI,11,130.24,1432.63
2025-03-15,AMER,Analytics,10,104.92,1049.2
2025-03-15,APAC,Analytics,13,116.45,1513.79
2025-03-15,APAC,Data Engineering,6,180.12,1080.71
2025-03-15,EMEA,AI,1,118.39,118.39
2025-03-15,APAC,Analytics,15,129.69,1945.33
2025-03-15,APAC,Analytics,3,129.18,387.53
2025-03-15,AMER,Data Engineering,17,119.43,2030.33
2025-03-15,EMEA,AI,12,140.82,1689.86
2025-03-15,EMEA,AI,10,174.51,1745.13
2025-03-15,EMEA,Analytics,15,147.73,2215.91
2025-03-15,EMEA,Data Engineering,9,86.64,779.79
2025-03-16,EMEA,Analytics,19,124.12,2358.26
2025-03-16,EMEA,AI,4,99.47,397.86
2025-03-16,AMER,AI,16,97.61,1561.73
2025-03-16,APAC,AI,8,62.08,496.63
2025-03-16,AMER,Data Engineering,10,107.45,1074.55
2025-03-16,EMEA,Analytics,3,115.61,346.82
2025-03-16,AMER,Data Engineering,5,140.9,704.5
2025-03-16,APAC,Analytics,18,131.11,2359.9
2025-03-16,AMER,AI,6,73.39,440.31
2025-03-16,AMER,Data Engineering,6,115.38,692.27
2025-03-16,AMER,Analytics,5,156.55,782.77
2025-03-16,EMEA,Analytics,15,166.42,2496.28
2025-03-17,AMER,AI,8,84.58,676.63
2025-03-17,AMER,AI,11,105.06,1155.62
2025-03-17,EMEA,Data Engineering,10,81.59,815.95
2025-03-17,EMEA,Analytics,2,147.48,294.97
2025-03-17,EMEA,Data Engineering,9,138.87,1249.86
2025-03-17,EMEA,AI,1,109.89,109.89
2025-03-17,EMEA,AI,1,172.42,172.42
2025-03-17,AMER,AI,11,86.9,955.93
2025-03-18,EMEA,Analytics,13,134.38,1746.97
2025-03-18,AMER,AI,16,103.82,1661.13
2025-03-18,EMEA,Data Engineering,3,81.55,244.66
2025-03-18,EMEA,Analytics,2,201.1,402.21
2025-03-18,AMER,AI,1,57.2,57.2
2025-03-18,EMEA,Analytics,12,82.32,987.83
2025-03-18,EMEA,AI,4,109.03,436.12
2025-03-18,EMEA,Data Engineering,12,93.32,1119.88
2025-03-19,APAC,Data Engineering,17,105.02,1785.35
2025-03-19,EMEA,Analytics,5,96.42,482.1
2025-03-19,AMER,Analytics,5,117.86,589.32
2025-03-19,AMER,Analytics,15,108.69,1630.3
2025-03-19,EMEA,Analytics,3,159.31,477.93
2025-03-19,APAC,Analytics,13,127.06,1651.84
2025-03-19,AMER,Data Engineering,6,149.3,895.81
2025-03-19,APAC,AI,3,128.9,386.7
2025-03-20,APAC,Analytics,4,114.32,457.27
2025-03-20,APAC,AI,15,74.14,1112.04
2025-03-20,EMEA,Analytics,12,159.68,1916.12
2025-03-20,APAC,Data Engineering,19,130.52,2479.82
2025-03-20,APAC,AI,9,48.88,439.88
2025-03-20,EMEA,Analytics,16,105.7,1691.21
2025-03-20,EMEA,Data Engineering,8,124.17,993.34
2025-03-20,APAC,Analytics,10,88.8,887.98
2025-03-21,APAC,Data Engineering,1,103.37,103.37
2025-03-21,APAC,Analytics,19,170.07,3231.3
2025-03-21,APAC,Data Engineering,17,135.86,2309.7
2025-03-21,AMER,AI,6,163.7,982.19
2025-03-21,AMER,Data Engineering,17,91.46,1554.79
2025-03-21,APAC,Analytics,1,78.64,78.64
2025-03-21,AMER,Data Engineering,18,163.54,2943.67
2025-03-21,APAC,Data Engineering,14,120.16,1682.23
2025-03-21,EMEA,AI,7,84.32,590.23
2025-03-21,AMER,Analytics,10,68.04,680.38
2025-03-21,APAC,AI,1,100.27,100.27
2025-03-22,EMEA,Analytics,11,176.14,1937.54
2025-03-22,AMER,Analytics,16,166.73,2667.7
2025-03-22,EMEA,AI,6,85.29,511.73
2025-03-22,EMEA,Analytics,7,171.89,1203.23
2025-03-22,APAC,AI,17,151.55,2576.33
2025-03-22,EMEA,Data Engineering,1,180.0,180.0
2025-03-22,EMEA,Analytics,3,82.47,247.42
2025-03-22,AMER,AI,15,144.17,2162.52
2025-03-22,AMER,Analytics,18,53.76,967.7
2025-03-22,EMEA,Data Engineering,10,115.82,1158.17
2025-03-22,AMER,AI,3,119.62,358.86
2025-03-23,APAC,AI,4,118.1,472.41
2025-03-23,EMEA,Data Engineering,14,135.54,1897.6
2025-03-23,APAC,AI,19,120.86,2296.34
2025-03-23,APAC,AI,8,88.38,707.01
2025-03-23,AMER,Data Engineering,6,78.43,470.59
2025-03-23,AMER,AI,7,148.63,1040.43
2025-03-23,EMEA,AI,11,113.21,1245.28
2025-03-23,AMER,AI,13,142.29,1849.79
2025-03-24,EMEA,AI,14,103.28,1445.88
2025-03-24,APAC,Analytics,1,142.91,142.91
2025-03-24,APAC,Analytics,15,107.53,1612.99
2025-03-24,EMEA,Data Engineering,7,35.51,248.56
2025-03-24,EMEA,Data Engineering,15,76.35,1145.24
2025-03-24,APAC,AI,19,104.44,1984.44
2025-03-24,APAC,Analytics,12,112.47,1349.63
2025-03-24,EMEA,Data Engineering,7,158.62,1110.31
2025-03-24,EMEA,Data Engineering,6,167.15,1002.89
2025-03-24,EMEA,Data Engineering,7,154.76,1083.3
2025-03-24,APAC,Analytics,14,91.84,1285.8
2025-03-24,AMER,Data Engineering,12,118.46,1421.58
2025-03-25,AMER,AI,6,134.0,804.01
2025-03-25,AMER,Analytics,4,136.75,546.99
2025-03-25,AMER,Analytics,5,134.63,673.17
2025-03-25,APAC,Data Engineering,11,136.91,1505.97
2025-03-25,AMER,Analytics,4,158.46,633.85
2025-03-25,APAC,Analytics,15,111.58,1673.68
2025-03-25,AMER,AI,13,108.54,1411.06
2025-03-25,EMEA,AI,6,134.83,808.95
2025-03-25,APAC,Data Engineering,10,128.16,1281.58
2025-03-25,AMER,Analytics,15,98.72,1480.76
2025-03-25,APAC,Analytics,16,103.67,1658.71
2025-03-26,APAC,Data Engineering,14,77.57,1085.92
2025-03-26,EMEA,AI,18,93.2,1677.68
2025-03-26,AMER,AI,16,138.75,2220.01
2025-03-26,APAC,AI,14,71.25,997.55
2025-03-26,AMER,AI,17,141.78,2410.24
2025-03-26,APAC,Analytics,1,121.88,121.88
2025-03-26,AMER,Data Engineering,7,162.05,1134.35
2025-03-26,APAC,AI,15,109.77,1646.57
2025-03-26,APAC,AI,2,89.23,178.46
2025-03-26,APAC,AI,14,78.37,1097.18
2025-03-27,EMEA,AI,19,197.07,3744.4
2025-03-27,APAC,AI,14,127.53,1785.46
2025-03-27,AMER,Analytics,18,111.7,2010.58
2025-03-27,AMER,Data Engineering,8,177.92,1423.35
2025-03-27,APAC,AI,3,131.43,394.29
2025-03-27,EMEA,Analytics,17,124.49,2116.25
2025-03-27,APAC,AI,2,124.58,249.16
2025-03-27,AMER,Analytics,12,59.04,708.46
2025-03-27,AMER,AI,7,188.35,1318.44
2025-03-27,AMER,Data Engineering,18,77.75,1399.55
2025-03-27,AMER,Analytics,1,95.64,95.64
2025-03-28,AMER,Data Engineering,15,102.38,1535.76
2025-03-28,AMER,Analytics,1,116.1,116.1
2025-03-28,APAC,Data Engineering,12,115.25,1382.96
2025-03-28,APAC,Analytics,3,98.4,295.21
2025-03-28,EMEA,Data Engineering,15,83.71,1255.62
2025-03-28,EMEA,Data Engineering,16,155.96,2495.43
2025-03-28,APAC,Analytics,2,129.97,259.93
2025-03-28,EMEA,AI,12,151.94,1823.33
2025-03-28,APAC,Analytics,13,163.59,2126.65
2025-03-28,APAC,Data Engineering,9,139.38,1254.46
2025-03-29,APAC,Analytics,6,88.46,530.74
2025-03-29,AMER,Data Engineering,14,108.74,1522.4
2025-03-29,APAC,AI,11,113.57,1249.27
2025-03-29,EMEA,Analytics,5,72.08,360.4
2025-03-29,AMER,Data Engineering,9,178.88,1609.89
2025-03-29,APAC,Data Engineering,7,155.58,1089.04
2025-03-29,APAC,Data Engineering,12,128.48,1541.8
2025-03-29,EMEA,AI,14,90.3,1264.22
2025-03-29,APAC,Analytics,6,88.09,528.56
2025-03-29,APAC,Data Engineering,4,112.1,448.41
2025-03-30,AMER,Data Engineering,12,110.99,1331.89
2025-03-30,EMEA,Analytics,14,99.96,1399.42
2025-03-30,AMER,AI,4,142.48,569.93
2025-03-30,AMER,Data Engineering,11,69.21,761.31
2025-03-30,AMER,AI,11,107.56,1183.19
2025-03-30,EMEA,AI,16,104.6,1673.67
2025-03-30,APAC,AI,2,125.34,250.69
2025-03-30,EMEA,Data Engineering,6,149.9,899.42
2025-03-30,EMEA,Analytics,15,144.94,2174.08
2025-03-30,AMER,AI,1,113.47,113.47
2025-03-30,AMER,Data Engineering,18,108.81,1958.52
2025-03-31,APAC,AI,6,125.25,751.52
2025-03-31,AMER,Analytics,17,25.0,425.0
2025-03-31,APAC,Data Engineering,15,63.11,946.69
2025-03-31,AMER,Analytics,12,128.22,1538.6
2025-03-31,AMER,Analytics,9,114.6,1031.43
2025-03-31,EMEA,Analytics,19,102.49,1947.24
2025-03-31,AMER,Data Engineering,2,155.64,311.29
2025-03-31,APAC,AI,17,112.5,1912.47
2025-03-31,AMER,AI,3,114.89,344.67
2025-03-31,APAC,Analytics,8,127.19,1017.53
2025-03-31,AMER,Data Engineering,13,96.6,1255.82
2025-04-01,APAC,Data Engineering,7,111.27,778.87
2025-04-01,AMER,Data Engineering,6,136.02,816.09
2025-04-01,EMEA,AI,18,190.6,3430.73
2025-04-01,APAC,Analytics,19,114.87,2182.47
2025-04-01,EMEA,Analytics,9,79.96,719.61
2025-04-01,EMEA,Analytics,7,112.8,789.6
2025-04-01,APAC,Data Engineering,14,76.75,1074.5
2025-04-01,APAC,Analytics,13,146.97,1910.58
2025-04-01,APAC,Data Engineering,18,204.87,3687.68
2025-04-01,AMER,Analytics,18,93.85,1689.3
2025-04-02,EMEA,Data Engineering,15,102.15,1532.3
2025-04-02,AMER,AI,5,149.03,745.17
2025-04-02,AMER,Data Engineering,5,126.41,632.04
2025-04-02,AMER,Analytics,6,163.43,980.57
2025-04-02,EMEA,Data Engineering,6,78.34,470.06
2025-04-02,AMER,AI,17,121.77,2070.11
2025-04-02,APAC,AI,7,84.04,588.3
2025-04-02,EMEA,AI,6,112.96,677.76
